trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.2111251118212479, 'e': 0.17752252675876345}",20,16,7.511256576418135,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.21006948626214167, 'e': 0.17574730149117582}",20,16,5.332380845124425,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.20901913883083095, 'e': 0.17398982847626407}",20,8,-1.9833155382295637,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.2079740431366768, 'e': 0.17224993019150142}",20,0,-12.069408611444988,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
176,False,"{'a': 0.20693417292099342, 'e': 0.1705274308895864}",20,0,9.836349833537238,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
177,False,"{'a': 0.20589950205638846, 'e': 0.16882215658069055}",35,17,33.62488918810297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.20487000454610652, 'e': 0.16713393501488363}",20,5,14.043108499496611,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.20384565452337597, 'e': 0.16546259566473479}",20,2,33.6469201566517,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.20282642625075908, 'e': 0.16380796970808745}",25,0,-1.9229370926837808,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
181,False,"{'a': 0.2018122941195053, 'e': 0.16216989001100657}",25,0,25.86135136808568,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
182,False,"{'a': 0.20080323264890776, 'e': 0.1605481911108965}",20,8,15.64177265632973,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.1997992164856632, 'e': 0.15894270919978754}",20,12,12.841616731449282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.1988002204032349, 'e': 0.15735328210778965}",25,7,30.90528329158481,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.19780621930121872, 'e': 0.15577974928671176}",30,12,28.478414679015692,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.19681718820471264, 'e': 0.15422195179384465}",20,11,19.98684808122731,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.19583310226368908, 'e': 0.1526797322759062}",25,14,20.057344444223425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.19485393675237064, 'e': 0.15115293495314713}",20,1,5.224926584773706,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.1938796670686088, 'e': 0.14964140560361566}",25,15,18.770618994580012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.19291026873326575, 'e': 0.1481449915475795}",25,1,36.5199868418554,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.19194571738959942, 'e': 0.1466635416321037}",20,7,15.853749544557754,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.1909859888026514, 'e': 0.14519690621578268}",25,20,10.60037995714673,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.19003105885863816, 'e': 0.14374493715362485}",25,7,24.355835638026168,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.18908090356434498, 'e': 0.1423074877820886}",25,12,12.866995821904869,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.18813549904652327, 'e': 0.1408844129042677}",20,12,15.346871394682612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.18719482155129066, 'e': 0.13947556877522502}",30,10,24.41998035470826,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.18625884744353421, 'e': 0.13808081308747278}",30,8,6.211066939395419,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
198,False,"{'a': 0.18532755320631655, 'e': 0.13670000495659804}",30,11,20.628754193830257,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.18440091544028497, 'e': 0.13533300490703207}",30,10,34.96897115926243,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.18347891086308354, 'e': 0.13397967485796175}",20,0,-14.305937273980344,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.18256151630876813, 'e': 0.13263987810938213}",20,3,12.558616658553284,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.1816487087272243, 'e': 0.1313134793282883}",20,16,6.872251239971566,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.1807404651835882, 'e': 0.13000034453500542}",25,4,23.766580012173527,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.17983676285767025, 'e': 0.12870034108965536}",25,11,28.126871613535076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.1789375790433819, 'e': 0.12741333767875881}",25,17,14.201987580214931,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.178042891148165, 'e': 0.12613920430197123}",20,10,16.90724211946572,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.17715267669242415, 'e': 0.12487781225895152}",20,2,32.61613315870416,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.17626691330896202, 'e': 0.123629034136362}",20,10,-3.9284525111022703,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.1753855787424172, 'e': 0.12239274379499838}",20,15,7.938133137754496,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.17450865084870512, 'e': 0.1211688163570484}",20,2,23.398307152418397,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.1736361075944616, 'e': 0.11995712819347792}",20,3,29.15632970659036,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.1727679270564893, 'e': 0.11875755691154315}",20,11,5.983772001153884,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.17190408742120686, 'e': 0.11756998134242772}",20,9,19.22652940033534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.1710445669841008, 'e': 0.11639428152900344}",25,5,15.689418940430388,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.1701893441491803, 'e': 0.11523033871371341}",20,0,32.454575362032074,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.1693383974284344, 'e': 0.11407803532657627}",25,8,20.54441531716287,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.16849170544129222, 'e': 0.11293725497331052}",25,0,39.3751238094596,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.16764924691408575, 'e': 0.1118078824235774}",30,7,31.054306095402254,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.16681100067951532, 'e': 0.11068980359934164}",25,11,20.323082503887072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.16597694567611773, 'e': 0.10958290556334822}",20,10,15.683551199119314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.16514706094773715, 'e': 0.10848707650771475}",20,5,23.436737294920064,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.16432132564299848, 'e': 0.1074022057426376}",20,12,12.851494190601919,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.1634997190147835, 'e': 0.10632818368521123}",20,16,6.209477302533408,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.1626822204197096, 'e': 0.10526490184835911}",30,11,37.918128798462796,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.16186880931761105, 'e': 0.10421225282987552}",25,13,15.413108331907614,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.161059465271023, 'e': 0.10317013030157676}",20,15,9.043480192394574,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.16025416794466787, 'e': 0.10213842899856099}",25,11,14.680132845637804,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.15945289710494454, 'e': 0.10111704470857538}",25,0,-15.58677667469387,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
229,False,"{'a': 0.1586556326194198, 'e': 0.10010587426148963}",25,15,15.136933480159314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.1578623544563227, 'e': 0.09910481551887473}",20,3,-66.01409647675915,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
231,False,"{'a': 0.1570730426840411, 'e': 0.09811376736368599}",20,1,33.01162270903613,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.1562876774706209, 'e': 0.09713262969004913}",30,19,18.886052522299778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.15550623908326777, 'e': 0.09616130339314863}",25,0,30.412868298847325,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.15472870788785142, 'e': 0.09519969035921715}",30,20,8.458003389215184,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.15395506434841216, 'e': 0.09424769345562498}",25,10,28.320193203029724,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.1531852890266701, 'e': 0.09330521652106873}",20,11,3.3256301753802804,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.15241936258153677, 'e': 0.09237216435585804}",30,12,31.472276805260393,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.1516572657686291, 'e': 0.09144844271229946}",30,16,24.30228494754359,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.15089897943978595, 'e': 0.09053395828517646}",25,14,19.502583263430182,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.15014448454258703, 'e': 0.08962861870232469}",35,21,29.579854877577553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.1493937621198741, 'e': 0.08873233251530144}",25,11,9.475857763835913,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.14864679330927472, 'e': 0.08784500919014843}",20,10,-2.588919237435068,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
243,False,"{'a': 0.14790355934272834, 'e': 0.08696655909824694}",20,1,-24.35785546252343,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.1471640415460147, 'e': 0.08609689350726446}",20,3,5.015306148018638,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
245,False,"{'a': 0.14642822133828462, 'e': 0.08523592457219181}",20,6,27.47898990250012,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.1456960802315932, 'e': 0.0843835653264699}",20,3,28.895548093106058,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.14496759983043522, 'e': 0.0835397296732052}",20,8,20.54921716192218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.14424276183128304, 'e': 0.08270433237647315}",25,20,10.706844350775476,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.14352154802212663, 'e': 0.08187728905270841}",25,17,2.14635383295824,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.142803940282016, 'e': 0.08105851616218133}",25,5,23.63467184267513,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.14208992058060593, 'e': 0.08024793100055952}",20,11,4.243670675481925,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.1413794709777029, 'e': 0.07944545169055392}",25,0,23.361424627146384,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
253,False,"{'a': 0.14067257362281438, 'e': 0.07865099717364837}",20,6,27.43878944828775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.1399692107547003, 'e': 0.07786448720191189}",25,9,8.8086472512869,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.13926936470092682, 'e': 0.07708584232989277}",30,20,17.1320338903157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.13857301787742218, 'e': 0.07631498390659384}",30,8,37.691456892618774,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.13788015278803506, 'e': 0.07555183406752791}",25,11,17.084461539850878,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.1371907520240949, 'e': 0.07479631572685264}",20,10,6.004333293780831,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.1365047982639744, 'e': 0.07404835256958411}",35,8,39.63996036090391,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.13582227427265453, 'e': 0.07330786904388827}",20,4,25.3846683264744,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.13514316290129125, 'e': 0.07257479035344938}",20,11,2.225911140018895,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.1344674470867848, 'e': 0.07184904244991488}",20,0,-20.555977743995275,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
263,False,"{'a': 0.13379510985135087, 'e': 0.07113055202541574}",25,12,10.604123205405415,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.1331261343020941, 'e': 0.07041924650516158}",25,19,10.465898293200054,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.13246050363058365, 'e': 0.06971505404010997}",20,6,-13.63529309492171,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.13179820111243074, 'e': 0.06901790349970886}",20,12,15.441246661643612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.13113921010686858, 'e': 0.06832772446471178}",25,14,19.29503520622106,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.13048351405633424, 'e': 0.06764444722006466}",30,18,11.295005811547348,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.12983109648605257, 'e': 0.066968002747864}",25,15,-22.417029565774452,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'a': 0.1291819410036223, 'e': 0.06629832272038537}",20,14,-2.2728427708124723,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.1285360312986042, 'e': 0.06563533949318151}",20,6,26.478384253874516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.12789335114211117, 'e': 0.06497898609824969}",30,23,12.758639434059049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.12725388438640062, 'e': 0.0643291962372672}",20,8,25.327124622493567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.1266176149644686, 'e': 0.06368590427489453}",25,18,13.587274548101462,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.12598452688964626, 'e': 0.06304904523214558}",35,13,41.11993036116664,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.12535460425519804, 'e': 0.06241855477982412}",20,7,27.250651122592547,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.12472783123392205, 'e': 0.06179436923202588}",20,10,19.624038633071947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.12410419207775243, 'e': 0.06117642553970562}",35,16,10.141910258072613,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.12348367111736366, 'e': 0.06056466128430856}",20,8,22.079804631587812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.12286625276177685, 'e': 0.05995901467146548}",30,19,21.65968067654282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.12225192149796796, 'e': 0.05935942452475082}",25,0,-1.79772999740525,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
282,False,"{'a': 0.12164066189047812, 'e': 0.058765830279503314}",20,5,27.584283682879434,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.12103245858102572, 'e': 0.05817817197670828}",20,12,15.784993145939685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.1204272962881206, 'e': 0.057596390256941195}",30,8,33.391469563207615,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.11982515980668, 'e': 0.05702042635437178}",30,9,12.754173488180307,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.1192260340076466, 'e': 0.05645022209082806}",20,14,13.716082087546043,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.11862990383760837, 'e': 0.05588571986991978}",20,0,20.115643949884866,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
288,False,"{'a': 0.11803675431842033, 'e': 0.055326862671220584}",25,20,9.309569992616742,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.11744657054682822, 'e': 0.05477359404450838}",30,13,34.3082414402053,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.11685933769409408, 'e': 0.054225858104063294}",25,18,12.970513346345335,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.11627504100562361, 'e': 0.05368359952302266}",25,14,21.290394775250103,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.1156936658005955, 'e': 0.053146763527792434}",35,15,40.845688308907654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.11511519747159252, 'e': 0.052615295892514506}",20,9,19.381772193301185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.11453962148423455, 'e': 0.052089142933589364}",25,13,25.62049443058171,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.11396692337681337, 'e': 0.05156825150425347}",30,7,37.10347536988122,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.11339708875992931, 'e': 0.051052568989210935}",20,3,26.665619643436294,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.11283010331612967, 'e': 0.05054204329931883}",30,16,16.385973430646867,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.11226595279954901, 'e': 0.05003662286632564}",20,11,18.871042979334128,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.11170462303555127, 'e': 0.04953625663766238}",20,8,21.569620935092395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,9,20.65500780245263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,13,22.023404964995187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,12,15.184610291688108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,13,13.235124361201365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,3,31.919600589531704,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,14,21.592653287410386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,10,33.55218561255387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,27.34518628579239,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,7,23.568288604780925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,7,32.113286899714126,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,13,23.700743208450717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,14,13.672641131152862,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,20,19.688126894193807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",35,28,12.485663930467169,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,13,21.100080653744374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",35,17,32.00741171448786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,8,38.31217337229181,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,13,20.502257504874255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,11,27.167571300242248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,11,26.350394767410556,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",35,18,36.42268373144394,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",30,15,30.031486520602492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,9,26.66116017876611,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,11,17.702585518836628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,8,34.78826935195731,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
